"X" "Y"
"1" 2.57461675518976 25.6301665346457
"2" 1.07630024201923 10.9466647055745
"3" 1.66451704124417 16.711189337979
"4" 1.39948108897125 14.1138370057044
"5" 2.31060697701979 23.04287070858
"6" 1.8140268591128 18.1763855530915
"7" 2.81391611221438 27.975300233487
"8" 1.36151597269097 13.7417788661576
"9" 1.83606447927663 18.392354230697
"10" 3.56665105311793 35.3521026543418
"11" 4.21245366734772 41.6809682737937
"12" 2.57829426486535 25.6662061294665
"13" 3.04130142872852 30.2036763353256
"14" 0.485501347288012 5.1568355372086
"15" 3.89816190517063 38.6009090044582
"16" 2.84125169563923 28.2431889510506
"17" 0.445434522502755 4.76418065431309
"18" 3.35631813570161 33.2908400636619
"19" 1.80216141397095 18.0601041907014
"20" 2.35241865758504 23.4526251781195
"21" 2.79794717553084 27.8188046539883
"22" 2.66164641551204 26.483057205804
"23" 2.59018864135233 25.782771019039
"24" 1.97139125306805 19.718556613853
"25" 2.91403098631744 28.956425999697
"26" 1.55313605454107 15.6196556682886
"27" 0.958291599827798 9.7901800120985
"28" -0.479180582106987 -4.2970473708624
"29" 2.74281176275313 27.2784776087668
"30" 1.55932312827558 15.6802889908867
"31" -0.139680457068426 -0.969946145484493
"32" 1.65252715133479 16.5936884168671
"33" 1.46690114887486 14.7745535927597
"34" 1.43254601110425 14.4378732426077
"35" 1.540405745087 15.4948986356386
"36" 3.26698419449435 32.4153674398307
"37" 1.76069081947681 17.6536923646588
"38" 2.25308234392407 22.479129304242
"39" 1.41375644721578 14.2537355165007
"40" 1.45358241521337 14.6440300028771
"41" 1.29367213774294 13.0769092836669
"42" 1.84466345363274 18.476624179387
"43" 1.59307488693261 16.0110562257256
"44" 2.89472062166752 28.7671844261278
"45" 1.5942841507989 16.0229070116153
"46" 2.09139082766145 20.8945524448682
"47" 2.79252826983947 27.7656993782129
"48" 2.19998520072829 21.9587773009234
"49" 1.82201643199576 18.2546833673445
"50" 2.07075520621471 20.6923233546902
"51" 2.79341369641043 27.7743765586082
"52" 1.34050475853996 13.5358689674777
"53" 2.77643746040586 27.6080094457635
"54" 2.51251203318006 25.0215402589507
"55" 3.38647182414109 33.5863462103688
"56" 2.3578968074711 23.5063110470029
"57" 2.92360392526649 29.0502408013977
"58" 1.24638811374157 12.6135258484535
"59" 3.52740234497218 34.9674653145134
"60" 1.31629671790277 13.2986301692332
"61" 3.32790480258253 33.0123893990949
"62" 1.93887371412654 19.3998847322262
"63" 1.93786625241943 19.3900116074965
"64" 1.17667944997192 11.9303809435109
"65" 2.57839862458614 25.6672288547302
"66" 2.42612629530017 24.1749600277277
"67" 3.63240876833297 35.9965282634492
"68" 1.70621781827128 17.1198569528446
"69" 1.78715110331966 17.9130031463187
"70" 0.7280595608272 7.53390602989264
"71" -0.0794086661058331 -0.379282594051082
"72" 2.04374934380472 20.4276659030724
"73" 1.67218788220894 16.7863635794337
"74" 3.24924212225663 32.2414951319011
"75" 2.21892505398323 22.1443878628218
"76" 2.89816080185788 28.8008981919933
"77" 2.72061974492948 27.060995834095
"78" 2.56264483724078 25.5128417387457
"79" 2.1219857363398 21.1943825499161
"80" 2.48635973158122 24.765247703282
"81" 0.856032492910564 8.78804076430961
"82" 2.37206480110714 23.6451573846361
"83" 1.11795800169164 11.3549107503642
"84" 1.84265743229023 18.4569651702304
"85" 3.17558355439906 31.5196411668968
"86" 1.65324417336133 16.6007152327271
"87" 3.29090704400373 32.6498113650226
"88" 0.682759176187195 7.0899622604206
"89" 2.74806191472703 27.329929098111
"90" 1.67442435461181 16.8082810089819
"91" 2.79214606592778 27.7619537798784
"92" 1.42249984738907 14.3394208381989
"93" 1.04281515005782 10.6185108043527
"94" 0.859677190498439 8.82375880067078
"95" 2.15648852046809 21.5325098343733
"96" 3.31363855925786 32.8725802145131
"97" 1.8927742813482 18.9481102909985
"98" 1.93561871296614 19.3679857208542
"99" 1.09148832654873 11.0955079339636
"100" 0.649059612652315 6.75970653777877
