"N" "U" "P" "E" "C" "B" "CAU"
"1" -0.818701488357043 0.554671350866556 3 3.32406046224718 3.72247777208925 24 0.291648935904739
"2" 0.107009993050454 0.105042250361294 2 2.97559372318869 0.0776136590227598 32 0.753154901857481
"3" -0.928718424889345 0.662084048148245 2 0.926263260613096 1.29683795532473 26 1.42246110649671
"4" 0.794804004283791 0.459012765903026 1 0.410971213597804 2.83910605696342 31 -0.0673979088381687
"5" 0.615834158221939 0.426370676839724 4 2.44691621685836 0.895714637838155 29 130.920590477826
"6" 1.74654199062781 0.0527430812362581 1 0.455208911387313 0.796835267298597 28 0.142776073135472
"7" 1.04309137938619 0.977198468754068 1 0.169533499516547 2.20812815310999 32 1.31656110410659
"8" 0.702229672773461 0.631314953090623 3 0.0563611461408997 0.756754244052737 24 -18.8898483972928
"9" 0.029174509640574 0.671097456477582 0 0.38868391700089 0.781243233493682 26 -1.20025268282364
"10" 1.79686090902424 0.647222992265597 3 0.199006223730362 0.562961740306064 29 0.00551544580113085
"11" -1.36182729436423 0.550606773234904 3 0.468190937154345 3.9148192095523 32 5.94552438341686
"12" 0.0296968176842376 0.217003553174436 2 1.88775974876227 0.563227069135568 31 -15.2235580628732
"13" -0.59333346960413 0.152077537495643 2 0.20754278358072 1.47405750897002 30 0.918706346579
"14" -0.00964866367716302 0.985954714007676 2 0.391014801803976 4.4378600356504 32 1.93504587755197
"15" -0.251196457847009 0.604940554127097 4 0.84658422968806 1.01799385492145 29 5.35547322978401
"16" 2.18529929131125 0.586100721498951 1 0.534651709254831 2.06324856184209 28 -0.539859851930836
"17" 0.249877538106453 0.550973721314222 1 1.49591055690291 5.72219984736584 23 1.29796267238724
"18" 0.0235673425918848 0.759596029995009 4 0.617832033429295 0.946553819147708 29 -1.96182850447579
"19" -0.709990852119662 0.726412539603189 2 1.13869337547095 0.39134747460695 31 1.45485700268484
"20" 0.214840043110085 0.220736848190427 5 0.241083832148175 1.08393875695242 28 -0.971804460576833
"21" -0.558765179100802 0.576635869219899 3 0.553848674055189 0.308570585639676 30 0.756195873474618
"22" 0.357301646561993 0.928708953550085 1 0.700883649247599 6.46732577944979 27 -0.202117114509861
"23" 1.2231067564716 0.180856329621747 0 1.81722152597251 1.21502841323166 29 -0.425233352793348
"24" -1.88974876056984 0.672328267479315 4 0.0534115969203413 1.42703844423646 32 -0.423132288449505
"25" -0.0211146394127319 0.661107076797634 3 2.05038960083368 2.17117988132312 28 0.349474445498862
"26" -1.46602393774568 0.0940789915621281 5 0.126126634619564 1.50254782677881 29 -1.79975705562676
"27" 0.360196003146209 0.784082002006471 1 3.26129595253031 1.233091195988 27 0.583027481939192
"28" 2.13237014652661 0.932654154952615 0 0.874799034516227 3.26201721474638 31 0.515896587259108
"29" -2.3946303294812 0.757669320330024 4 1.19530864967517 2.55189828127229 28 -0.769486917121838
"30" 0.306222571472648 0.414706663461402 2 0.165962642524391 0.408627498108977 28 1.59319913274437
"31" -0.850054727084198 0.908254924695939 1 0.46076401561937 3.86094275484446 27 -2.81365855510267
"32" -0.396388181103588 0.604623365681618 3 0.936423704917443 0.00491368009240983 31 0.0150051224975243
"33" 0.783335881838743 0.112563332309946 6 1.07318903501601 1.33416792404006 26 -16.4369145610576
"34" -1.08031508754227 0.0424361934419721 7 0.0735945953056216 0.228067862761826 28 -0.719896138093771
"35" -1.60268468511589 0.395519233541563 4 0.738931063553704 3.13062396050767 26 3.15976075946996
"36" 0.29782104780969 0.0570963232312351 5 1.35423408537627 0.528895778805153 30 -5.20768441985808
"37" 0.552008591278443 0.458212243858725 4 0.377551400102675 1.02811333826782 32 2.52058351863022
"38" 0.0144918378629902 0.382850130787119 1 1.0048018535179 1.54305216628167 30 0.317638659603949
"39" -0.304710796630665 0.460338582517579 5 4.33870686937995 4.94052215005784 30 2.63705482094435
"40" 0.356885916260835 0.700179811334237 4 0.0733572723436832 1.53973071840466 28 0.253515296362173
